0, 2015-12-01 12:00:00, 0
1, 2015-12-01 13:00:00, 0
2, 2015-12-01 14:00:00, 0
3, 2015-12-01 15:00:00, 0
4, 2015-12-01 16:00:00, 0
5, 2015-12-01 17:00:00, 0
6, 2015-12-01 18:00:00, 0
7, 2015-12-01 19:00:00, 0
8, 2015-12-01 20:00:00, 0
9, 2015-12-01 21:00:00, 0
10, 2015-12-01 22:00:00, 0
11, 2015-12-01 23:00:00, 0
12, 2015-12-02 00:00:00, 0
13, 2015-12-02 01:00:00, 0
14, 2015-12-02 02:00:00, 0
15, 2015-12-02 03:00:00, 0
16, 2015-12-02 04:00:00, 0
17, 2015-12-02 05:00:00, 0
18, 2015-12-02 06:00:00, 0
19, 2015-12-02 07:00:00, 0
20, 2015-12-02 08:00:00, 0
21, 2015-12-02 09:00:00, 0
22, 2015-12-02 10:00:00, 0
23, 2015-12-02 11:00:00, 0
24, 2015-12-02 12:00:00, 0
25, 2015-12-02 13:00:00, 0
26, 2015-12-02 14:00:00, 0
27, 2015-12-02 15:00:00, 0
28, 2015-12-02 16:00:00, 0
29, 2015-12-02 17:00:00, 0
30, 2015-12-02 18:00:00, 0
31, 2015-12-02 19:00:00, 0
32, 2015-12-02 20:00:00, 0
33, 2015-12-02 21:00:00, 0
34, 2015-12-02 22:00:00, 0
35, 2015-12-02 23:00:00, 0
36, 2015-12-03 00:00:00, 0
37, 2015-12-03 01:00:00, 0
38, 2015-12-03 02:00:00, 0
39, 2015-12-03 03:00:00, 0
40, 2015-12-03 04:00:00, 0
41, 2015-12-03 05:00:00, 0
42, 2015-12-03 06:00:00, 0
43, 2015-12-03 07:00:00, 0
44, 2015-12-03 08:00:00, 0
45, 2015-12-03 09:00:00, 0
46, 2015-12-03 10:00:00, 0
47, 2015-12-03 11:00:00, 0
48, 2015-12-03 12:00:00, 0
49, 2015-12-03 13:00:00, 0
50, 2015-12-03 14:00:00, 0
51, 2015-12-03 15:00:00, 0
52, 2015-12-03 16:00:00, 0
53, 2015-12-03 17:00:00, 0
54, 2015-12-03 18:00:00, 0
55, 2015-12-03 19:00:00, 0
56, 2015-12-03 20:00:00, 0
57, 2015-12-03 21:00:00, 0
58, 2015-12-03 22:00:00, 0
59, 2015-12-03 23:00:00, 0
60, 2015-12-04 00:00:00, 0
61, 2015-12-04 01:00:00, 0
62, 2015-12-04 02:00:00, 0
63, 2015-12-04 03:00:00, 0
64, 2015-12-04 04:00:00, 0
65, 2015-12-04 05:00:00, 0
66, 2015-12-04 06:00:00, 0
67, 2015-12-04 07:00:00, 0
68, 2015-12-04 08:00:00, 0
69, 2015-12-04 09:00:00, 0
70, 2015-12-04 10:00:00, 0
71, 2015-12-04 11:00:00, 0
72, 2015-12-04 12:00:00, 0
73, 2015-12-04 13:00:00, 0
74, 2015-12-04 14:00:00, 0
75, 2015-12-04 15:00:00, 0
76, 2015-12-04 16:00:00, 0
77, 2015-12-04 17:00:00, 0
78, 2015-12-04 18:00:00, 0
79, 2015-12-04 19:00:00, 0
80, 2015-12-04 20:00:00, 0
81, 2015-12-04 21:00:00, 0
82, 2015-12-04 22:00:00, 0
83, 2015-12-04 23:00:00, 0
84, 2015-12-05 00:00:00, 0
85, 2015-12-05 01:00:00, 0
86, 2015-12-05 02:00:00, 0
87, 2015-12-05 03:00:00, 0
88, 2015-12-05 04:00:00, 0
89, 2015-12-05 05:00:00, 0
90, 2015-12-05 06:00:00, 0
91, 2015-12-05 07:00:00, 0
92, 2015-12-05 08:00:00, 0
93, 2015-12-05 09:00:00, 0
94, 2015-12-05 10:00:00, 0
95, 2015-12-05 11:00:00, 0
96, 2015-12-05 12:00:00, 0
97, 2015-12-05 13:00:00, 0
98, 2015-12-05 14:00:00, 0
99, 2015-12-05 15:00:00, 0
100, 2015-12-05 16:00:00, 0
101, 2015-12-05 17:00:00, 0
102, 2015-12-05 18:00:00, 0
103, 2015-12-05 19:00:00, 0
104, 2015-12-05 20:00:00, 0
105, 2015-12-05 21:00:00, 0
106, 2015-12-05 22:00:00, 0
107, 2015-12-05 23:00:00, 0
108, 2015-12-06 00:00:00, 0
109, 2015-12-06 01:00:00, 0
110, 2015-12-06 02:00:00, 0
111, 2015-12-06 03:00:00, 0
112, 2015-12-06 04:00:00, 0
113, 2015-12-06 05:00:00, 0
114, 2015-12-06 06:00:00, 0
115, 2015-12-06 07:00:00, 0
116, 2015-12-06 08:00:00, 0
117, 2015-12-06 09:00:00, 0
118, 2015-12-06 10:00:00, 0
119, 2015-12-06 11:00:00, 0
120, 2015-12-06 12:00:00, 0
121, 2015-12-06 13:00:00, 0
122, 2015-12-06 14:00:00, 0
123, 2015-12-06 15:00:00, 0
124, 2015-12-06 16:00:00, 0
125, 2015-12-06 17:00:00, 0
126, 2015-12-06 18:00:00, 0
127, 2015-12-06 19:00:00, 0
128, 2015-12-06 20:00:00, 0
129, 2015-12-06 21:00:00, 0
130, 2015-12-06 22:00:00, 0
131, 2015-12-06 23:00:00, 0
